0.0	2.7680355993287993e-7
100.0	4.7578145114928025e-7
200.0	3.05850811072281e-7
300.0	4.5971202191247975e-7
400.0	5.313308407950926e-7
500.0	1.0
600.0	5.799285969972402e-7
700.0	1.5889059511521112e-7
800.0	1.601799381654317e-7
900.0	4.3975866215872384e-7
1000.0	7.426960392059989e-7
1100.0	5.640826275178924e-7
1200.0	3.518589568365383e-7
1300.0	9.373100025422063e-8
1400.0	2.6653044535394226e-7
1500.0	7.03133405430955e-7
1600.0	7.728582126955452e-7
1700.0	5.844152725902325e-7
1800.0	4.590472712819875e-7
1900.0	5.592636786318498e-7
2000.0	5.251052081601007e-7
2100.0	3.4503272711834697e-7
2200.0	2.648756760664857e-7
2300.0	6.182717929730616e-7
2400.0	8.42725859776949e-7
2500.0	4.1510251607702476e-7
2600.0	5.697839120369946e-7
2700.0	1.548936379399835e-7
2800.0	4.814362463985132e-7
2900.0	5.862773692932505e-7
3000.0	8.792633876980236e-7
3100.0	7.023080647521378e-7
3200.0	3.2190496439254535e-7
3300.0	1.9143588738540924e-7
3400.0	1.9656276069240403e-7
3500.0	4.185463152239207e-7
3600.0	7.315565191717745e-7
3700.0	5.73099147844421e-7
3800.0	4.106034802655459e-7
3900.0	3.807253971845058e-7
4000.0	3.0977565423794937e-7
4100.0	3.512296535380015e-7
4200.0	3.9004624529771626e-7
4300.0	5.536406579212272e-7
4400.0	5.741238312398742e-7
4500.0	3.630250609026193e-7
4600.0	4.7268314992576324e-7
4700.0	1.1330199888637605e-7
4800.0	4.3453613949196086e-7
4900.0	7.278879883732726e-7
5000.0	6.569831397002362e-7
5100.0	6.49597125980995e-7
5200.0	5.617704781483205e-7
5300.0	7.326953912719882e-7
5400.0	2.1519414576815344e-7
5500.0	7.966258063313376e-7
5600.0	6.417647551112554e-7
5700.0	9.478547766072606e-7
5800.0	1.3138009085954853e-6
5900.0	8.594990993574151e-7
6000.0	9.6399987835399e-7
6100.0	8.245292752992275e-7
6200.0	1.2347024044798686e-6
6300.0	1.044049944665099e-6
6400.0	5.650078162249855e-7
6500.0	1.132608002822004e-6
6600.0	5.757853158518711e-7
6700.0	1.1487162498099256e-6
6800.0	4.563501457231448e-7
6900.0	1.4417346477714942e-6
7000.0	1.4540240850090537e-6
7100.0	3.9059418419277495e-7
7200.0	1.1636234526057498e-6
7300.0	1.6401592026382425e-6
7400.0	1.1886295724144232e-6
7500.0	1.02344138521614e-6
7600.0	6.54094196301419e-7
7700.0	1.6218444086512758e-6
7800.0	2.319568658353496e-6
7900.0	1.7649141386980988e-6
8000.0	1.9575802346532337e-6
8100.0	2.3864314818730033e-6
8200.0	6.169075603645907e-7
8300.0	6.522290203187125e-7
8400.0	1.2629854249484216e-6
8500.0	3.087074931836337e-6
8600.0	1.192612388404763e-6
8700.0	1.4012529135370344e-6
8800.0	1.2748262239655703e-6
8900.0	1.3123799779510446e-6
9000.0	2.6214184475894457e-6
9100.0	2.384371665267496e-7
9200.0	1.4321894136734493e-6
9300.0	8.240325790453719e-7
9400.0	8.536320220048051e-7
9500.0	2.6389062736886027e-6
9600.0	9.157280155806405e-7
9700.0	1.9673284904103595e-6
9800.0	3.192611835549015e-6
9900.0	1.6987217862773831e-6
10000.0	5.450289410234389e-7
10100.0	1.7835034442238098e-6
10200.0	7.973342576994052e-7
10300.0	9.957105626463542e-7
10400.0	7.781493827734759e-7
10500.0	1.3948029144563714e-7
10600.0	1.2982927765828685e-6
10700.0	1.0807930569186764e-6
10800.0	4.6996061725207925e-7
10900.0	1.5197565751753358e-6
11000.0	8.090339314118273e-7
11100.0	1.4267996361673758e-6
11200.0	3.7076620887313457e-7
11300.0	4.3267046249612817e-7
11400.0	7.546942653172768e-7
11500.0	1.5794009918001515e-6
11600.0	8.277672993749951e-7
11700.0	6.524835717422932e-7
11800.0	4.2276436972114625e-7
11900.0	5.379969071225875e-7
12000.0	5.816136625758113e-7
12100.0	5.270654100159539e-7
12200.0	6.974306225762999e-7
12300.0	1.0373587680715173e-6
12400.0	6.273235531266566e-7
12500.0	8.113755673733044e-7
12600.0	5.070098991576199e-7
12700.0	1.1336297059844024e-7
12800.0	3.3707330305962387e-7
12900.0	1.048359493523781e-6
13000.0	3.0575232424549096e-7
13100.0	2.168341516847151e-6
13200.0	1.0902196459075723e-6
13300.0	1.687048376173985e-6
13400.0	1.5169480103117845e-6
13500.0	9.532706142526167e-7
13600.0	1.9332327932728812e-6
13700.0	6.823372448111603e-7
13800.0	3.33256828138096e-6
13900.0	1.3087840505182127e-6
14000.0	5.666692077363877e-6
14100.0	2.54327687326737e-6
14200.0	3.0036190624241935e-6
14300.0	1.320756034943197e-6
14400.0	1.975160114535334e-6
14500.0	3.090914103578755e-6
14600.0	8.121355140009422e-7
14700.0	5.3298164274531895e-6
14800.0	2.729126673305342e-6
