0.0	0.1649699205577042
100.0	0.17453500144733528
200.0	0.21068773727547216
300.0	0.31740555783611807
400.0	0.9999999999999799
500.0	0.6117007313056622
600.0	0.21375721355950975
700.0	0.12413412466421454
800.0	8.547876252776967e-2
900.0	6.432189868319095e-2
1000.0	5.115425013130041e-2
1100.0	4.22611000890138e-2
1200.0	3.590046401613589e-2
1300.0	3.115373558221125e-2
1400.0	2.7491209268041498e-2
1500.0	2.4589462413979052e-2
1600.0	2.223919629973556e-2
1700.0	2.0300613850950625e-2
1800.0	1.8675596145734115e-2
1900.0	1.7296230195167506e-2
2000.0	1.6110818153074077e-2
2100.0	1.508138041652412e-2
2200.0	1.4179725308678857e-2
2300.0	1.3383667441709284e-2
2400.0	1.2675292282347933e-2
2500.0	1.2041275989671077e-2
2600.0	1.1470379447290605e-2
2700.0	1.0953656481240472e-2
2800.0	1.048322399318497e-2
2900.0	1.0054359651615163e-2
3000.0	9.66080251843029e-3
3100.0	9.298288776758147e-3
3200.0	8.963879353197526e-3
3300.0	8.653970892634897e-3
3400.0	8.365700548536643e-3
3500.0	8.097292586738285e-3
3600.0	7.846848932558801e-3
3700.0	7.612172594013621e-3
3800.0	7.392108497827708e-3
3900.0	7.1849984658290955e-3
4000.0	6.989993303716366e-3
4100.0	6.806045816099059e-3
4200.0	6.6320270846612e-3
4300.0	6.467343325531295e-3
4400.0	6.3113955765371306e-3
4500.0	6.163309692424855e-3
4600.0	6.022303579118405e-3
4700.0	5.888165537512476e-3
4800.0	5.76121777679379e-3
4900.0	5.639234621444392e-3
5000.0	5.522630581426698e-3
5100.0	5.411545347368413e-3
5200.0	5.305409738163966e-3
5300.0	5.203489893522318e-3
5400.0	5.106163838187287e-3
5500.0	5.012851148820429e-3
5600.0	4.921423745846799e-3
5700.0	4.836175738400503e-3
5800.0	4.75235829654893e-3
5900.0	4.671175404759503e-3
6000.0	4.595399438089964e-3
6100.0	4.520111017708352e-3
6200.0	4.448225351823398e-3
6300.0	4.379439424468554e-3
6400.0	4.311507923167293e-3
6500.0	4.246934716458693e-3
6600.0	4.184631194135797e-3
6700.0	4.1246984353272885e-3
6800.0	4.067207836550813e-3
6900.0	4.00879384661541e-3
7000.0	3.9549424029770896e-3
7100.0	3.901922865956872e-3
7200.0	3.849901147428732e-3
7300.0	3.802721711798854e-3
7400.0	3.7528396833698004e-3
7500.0	3.708413800579564e-3
7600.0	3.6611893193804635e-3
7700.0	3.615393393979837e-3
7800.0	3.571446061026277e-3
7900.0	3.5306948829600423e-3
8000.0	3.4897444324018035e-3
8100.0	3.450196117687078e-3
8200.0	3.4120227820130687e-3
8300.0	3.375204309181892e-3
8400.0	3.338288276401015e-3
8500.0	3.3035675259582196e-3
8600.0	3.2691010221399227e-3
8700.0	3.235430658477986e-3
8800.0	3.2045654944732015e-3
8900.0	3.171004163732207e-3
9000.0	3.1406025249189643e-3
9100.0	3.1078623533041757e-3
9200.0	3.0784394931446593e-3
9300.0	3.0513543013528724e-3
9400.0	3.0236523425140782e-3
9500.0	2.9933717432587747e-3
9600.0	2.966756733748011e-3
9700.0	2.9406672639043074e-3
9800.0	2.9177852154297457e-3
9900.0	2.8926270333836973e-3
10000.0	2.866020166820096e-3
10100.0	2.8410460070425274e-3
10200.0	2.8189214863827785e-3
10300.0	2.796522730465596e-3
10400.0	2.775338650040812e-3
